relevance_tier,relevance_confidence,relevance_reason,rank,score,role,editorial_bucket,title,primary_phylum,primary_genus,matched_groups,inputs,outputs,claims,strategic_note,paper_url,paper_arxiv_id,abstract
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,150,100,core trend paper,A. thesis anchor: representation shift,GeoDiff4D: Geometry-Aware Diffusion for 4D Head Avatar Reconstruction,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; depth_correspondence; dynamic_4d; surface_occupancy; generation_editing,video / temporal,depth / normals; Gaussian map; mesh / surface; radiance field / NVS; 4D scene; editable / generative 3D,foundation/prior; efficiency; dynamic; editing/generation,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Reconstructing photorealistic and animatable 4D head avatars from a single portrait image remains a fundamental challenge in computer vision. While diffusion models have enabled remarkable progress in image and video generation for avatar reconstruction, existing methods primarily rely on 2D priors and struggle to achieve consistent 3D geometry. We propose a novel framework that leverages geometry-aware diffusion to distill strong geometry priors for high-fidelity head avatar reconstruction. Our approach jointly synthesizes portrait images and corresponding surface normals, while a pose-free expression encoder captures implicit expression representations. Both synthesized images and expression latents are distilled into 3D Gaussian-based avatars, enabling photorealistic rendering with accurate geometry. Extensive experiments demonstrate that our method substantially outperforms state-of-the-art approaches in visual quality, expression fidelity, and cross-identity generalization, while supporting real-time rendering."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,151,100,core trend paper,A. thesis anchor: representation shift,Geometric-Photometric Event-based 3D Gaussian Ray Tracing,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; depth_correspondence; dynamic_4d; data_benchmark,video / temporal; RGB-D / depth,depth / normals; Gaussian map; radiance field / NVS,foundation/prior; dynamic; benchmark/data,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Event cameras offer a high temporal resolution over traditional frame-based cameras, which makes them suitable for motion and structure estimation. However, it has been unclear how event-based 3D Gaussian Splatting (3DGS) approaches could leverage fine-grained temporal information of sparse events. This work proposes a framework to address the trade-off between accuracy and temporal resolution in the event-based 3DGS. Our key idea is to decouple the rendering into two branches: event-by-event geometry (depth) rendering and snapshot-based radiance (intensity) rendering, by using ray-tracing and the image of warped events. The extensive evaluation shows that our method achieves the state-of-the-art performance on the real-world datasets and competitive performance on the synthetic datasets. Also, the proposed method works without prior information (e.g., pretrained image reconstruction models) or COLMAP-based initialization, is more flexible in the event accumulation size, and achieves sharp reconstruction on scene edges. We hope that this work deepens our understanding of the sparse nature of events for 3D reconstruction. We will release the code upon acceptance."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,152,100,core trend paper,A. thesis anchor: representation shift,GHPT: Real-Time Relightable Gaussian Splatting using Hybrid Path Tracing,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; depth_correspondence; surface_occupancy,multi-view images; RGB-D / depth,depth / normals; Gaussian map; mesh / surface; radiance field / NVS,efficiency,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"3D Gaussian splatting (3DGS) has emerged as a promising approach for high-fidelity 3D scene representation. However, relighting and composition of Gaussian splatting remain challenging because path tracing is not directly applicable. Existing relighting methods for Gaussian splatting typically adopt either approximate rendering formulations or rely on Gaussian ray tracing, yielding low relighting performance and low rendering efficiency. To address these limitations, we propose Gaussian hybrid path tracing (GHPT), a three-stage framework to acquire relightable Gaussian splatting models. The first stage utilizes planar-based Gaussian splatting reconstruction representation (PGSR) to enable multi-view consistent depth rendering and reconstruct the surface mesh of a scene. The second stage performs physically-based differentiable rendering on the obtained mesh to reconstruct the material maps and the environment map. The third stage utilizes factorized inverse path tracing (FIPT) on the G-buffer rendered by the PGSR, and visibility and indirect illumination are evaluated by hardware-accelerated ray tracing on the mesh with the material maps and the environment map reconstructed in the second stage. Experiments demonstrate that the relighting performance of GHPT outperforms the baselines, and our method can perform real-time relighting and composition of Gaussian splatting."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,153,100,core trend paper,A. thesis anchor: representation shift,GIFSplat: Generative Prior-Guided Iterative Feed-Forward 3D Gaussian Splatting from Sparse Views,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; pose_calibration_localization; surface_occupancy,sparse multi-view,camera pose; Gaussian map; mesh / surface; radiance field / NVS; editable / generative 3D,foundation/prior; unified pipeline; editing/generation,Use as a bridge between reconstruction representation and metric pose/calibration reliability.,,,"Feed-forward 3D reconstruction offers substantial runtime advantages over per-scene optimization, which remains slow at inference and often fragile under sparse views. However, existing feed-forward methods still have potential for further performance gains, especially for out-of-domain data, and struggle to retain second-level inference time once a generative prior is introduced. These limitations stem from the one-shot prediction paradigm in existing feed-forward pipeline: models are strictly bounded by capacity, lack inference-time refinement, and are ill-suited for continuously injecting generative priors. We introduce GIFSplat, a purely feed-forward iterative refinement framework for 3D Gaussian Splatting from sparse unposed views. A small number of forward-only residual updates progressively refine current 3D scene using rendering evidence, achieve favorable balance between efficiency and quality.  Furthermore, we distill a frozen diffusion prior into Gaussian-level cues from enhanced novel renderings without gradient backpropagation or ever-increasing view-set expansion, thereby enabling per-scene adaptation with generative prior while preserving feed-forward efficiency. Across DL3DV, RealEstate10K, and DTU, GIFSplat consistently outperforms state-of-the-art feed-forward baselines, improving PSNR by up to +2.1 dB, and it maintains second-scale inference time without requiring camera poses or any test-time gradient optimization."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,154,100,core trend paper,A. thesis anchor: representation shift,GOR-IS: 3D Gaussian Object Removal In the Intrinsic Space,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; generation_editing; data_benchmark,multi-view images,Gaussian map; radiance field / NVS; editable / generative 3D,editing/generation,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Recent advances in Neural Radiance Fields (NeRF) and 3D Gaussian Splatting (3DGS) have made it standard practice to reconstruct 3D scenes from multi-view images. Removing objects from such 3D representations is a fundamental editing task that requires complete and seamless inpainting of occluded regions, ensuring consistency in geometry and appearance. Although existing methods have made notable progress in improving inpainting consistency, they often neglect global lighting effects, leading to physically implausible results. Moreover, these methods struggle with view-dependent non-Lambertian surfaces, where appearance varies across viewpoints, leading to unreliable inpainting. In this paper, we present 3D **G**aussian **O**bject **R**emoval in the **I**ntrinsic **S**pace (GOR-IS), a novel framework for physically consistent and visually coherent 3D object removal. Our approach decomposes the scene into intrinsic components and explicitly models light transport to maintain global lighting effects consistency. Furthermore, we introduce an intrinsic-space inpainting module that operates directly in the material and lighting domains, effectively addressing the challenges posed by non-Lambertian surfaces. Extensive experiments on both synthetic and real-world datasets demonstrate that our framework substantially improves the physical consistency and visual coherence of object removal, outperforming existing methods by 13\% in perceptual similarity (LPIPS) and 2dB in peak signal-to-noise ratio (PSNR)."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,155,100,core trend paper,A. thesis anchor: representation shift,GP-4DGS: Probabilistic Analysis of 4D Gaussian Splattings for Monocular Video Reconstruction via Variational Gaussian Processes,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy,single image; video / temporal,Gaussian map; mesh / surface; radiance field / NVS; 4D scene,foundation/prior; efficiency; robustness; dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"We present GP-4DGS, a probabilistic framework for monocular video reconstruction that models the motion of 4D Gaussian Splatting (GS) primitives using variational Gaussian Processes (GPs). In contrast to prior approaches that depend on manually designed motion priors, our kernel-based probabilistic formulation enables flexible, data-adaptive motion modeling while implicitly providing appropriate priors for unobserved regions. GP-4DGS employs variational GPs with spatial kernels to capture geometric correlations and periodic kernels to characterize temporal dynamics, achieving efficient scalability to large sets of primitives compared to standard GPs. To train GP-4DGS, we introduce an optimization strategy that jointly optimizes GS primitive parameters as well as GP hyperparameters, establishing a complementary relationship between probabilistic and geometric modeling. Beyond improved reconstruction quality, our variational GP formulation naturally supports uncertainty quantification and temporal extrapolation beyond the input sequence. Experiments on challenging dynamic scenes demonstrate that GP-4DGS delivers high-quality reconstructions, robustly handles severe occlusions and extreme viewpoints, and provides principled uncertainty estimation and extrapolation."
core_reconstruction,high,core genus=3D Reconstruction with direct reconstruction/geometry signal,156,100,core trend paper,A. thesis anchor: representation shift,HAD: Hallucination-Aware Diffusion Priors for 3D Reconstruction,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; surface_occupancy; data_benchmark,multi-view images; multimodal / language,mesh / surface; radiance field / NVS; editable / generative 3D,foundation/prior; scale; editing/generation,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Diffusion priors have recently demonstrated strong capability in enhancing the quality of sparse-view 3D reconstruction by augmenting training views at novel viewpoints, but they inevitably introduce hallucinated content-- artifacts inconsistent with the input views -- into the final 3D model. To address this challenge, we propose Hallucination-Aware Diffusion prior (HAD), which estimates pixel-wise hallucination score maps for augmented images by leveraging multi-view reasoning capabilities from a feedforward novel view synthesis (NVS) network pre-trained on large-scale 3D data. These hallucination scores enable selective masking of unreliable pixels during the progressive 3D reconstruction procedure, preventing the introduction of non-existent artifacts into the 3D model. To further enhance performance, we create multiple versions of augmented images at each novel view by conditioning the diffusion prior on different input views, which are then fused into a final image that leverages the broader context across all input views. We show that our method substantially reduces hallucination artifacts in diffusion-assisted 3D reconstruction, thereby achieving state-of-the-art performance across multiple benchmarks on novel view synthesis."
core_reconstruction,high,core genus=3D Reconstruction with direct reconstruction/geometry signal,157,100,core trend paper,A. thesis anchor: representation shift,Hermite Radial Basis Function for Surface Reconstruction via Differentiable Rendering,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; surface_occupancy; data_benchmark,,Gaussian map; mesh / surface; radiance field / NVS,efficiency,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Recent advances in novel view synthesis have enabled differentiable rendering methods to reconstruct 3D scenes directly from images. Algorithms such as 3D Gaussian Splatting and RayGauss use local basis functions to represent radiance fields, enabling fast, high-quality rendering of real-world scenes. However, these methods lack an exact geometric representation of the scene. In this work, inspired by Hermite Radial Basis Function (HRBF) implicits, we introduce a global implicit function constructed from local RBFs and their derivatives to represent surfaces. The proposed formulation enables learning scene geometry through differentiable rendering of an implicit function. By leveraging local basis functions, it achieves both an efficient geometric representation and fast rendering, using a bounding volume hierarchy (BVH) to accelerate intersections with the local basis functions. The implementation of our approach will be made publicly available upon the paper’s publication."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,158,100,core trend paper,A. thesis anchor: representation shift,HeroGS: Hierarchical Guidance for Robust 3D Gaussian Splatting under Sparse Views,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; surface_occupancy,sparse multi-view,Gaussian map; mesh / surface; radiance field / NVS,foundation/prior; unified pipeline; efficiency; robustness,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"3D Gaussian Splatting (3DGS) has recently emerged as a promising approach in novel view synthesis, combining photorealistic rendering with real-time efficiency. However, its success heavily relies on dense camera coverage; under sparse-view conditions, insufficient supervision leads to irregular Gaussian distributions—characterized by globally sparse coverage, blurred background, and distorted  high-frequency areas.To address this, we propose HeroGS—Hierarchical Guidance for Robust 3D Gaussian Splatting—a unified framework that establishes hierarchical guidance across the image, feature, and parameter levels. At the image level, sparse supervision is converted into pseudo-dense guidance, globally regularizing the Gaussian distributions and forming a consistent foundation for subsequent optimization. Building upon this, Feature-Adaptive Densification and Pruning (FADP) at the feature level leverages low-level features to refine high-frequency details and adaptively densifies Gaussians in background regions.The optimized distributions then support Co-Pruned Geometry Consistency (CPG) at parameter level, which guides geometric consistency through parameter freezing and  co-pruning, effectively removing inconsistent splats. The hierarchical guidance strategy effectively constrains and optimizes the overall Gaussian distributions, thereby enhancing both structural fidelity and rendering quality.Extensive experiments demonstrate that HeroGS achieves high-fidelity reconstructions and consistently surpasses state-of-the-art baselines under sparse-view conditions."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,159,100,core trend paper,A. thesis anchor: representation shift,IDESplat: Iterative Depth Probability Estimation for Generalizable 3D Gaussian Splatting,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; depth_correspondence; data_benchmark,RGB-D / depth,depth / normals; Gaussian map; radiance field / NVS,foundation/prior; unified pipeline; efficiency; benchmark/data,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Generalizable 3D Gaussian Splatting aims to directly predict Gaussian parameters using a feed-forward network for scene reconstruction. Among these parameters, Gaussian means are particularly difficult to predict, so depth is usually estimated first and then unprojected to obtain the Gaussian sphere centers. Existing methods typically rely solely on a single warp to estimate depth probability, which hinders their ability to fully leverage cross-view geometric cues, resulting in unstable and coarse depth maps. To address this limitation, we propose IDESplat, which iteratively applies warp operations to boost depth probability estimation for accurate Gaussian mean prediction. First, to eliminate the inherent instability of a single warp, we introduce a Depth Probability Boosting Unit (DPBU) that integrates multi-level epipolar attention maps in a multiplicative manner. Next, we construct an iterative depth estimation process by stacking multiple DPBUs, progressively identifying potential depth candidates with high likelihood. As IDESplat iteratively updates the depth candidates and boosts probability estimation, the depth map is refined, resulting in accurate Gaussian means. Finally, for the other Gaussian parameters, we design a Gaussian Focused Module (GFM) to determine the most relevant Gaussian tokens for feature interaction. We conduct experiments on RealEstate10K and ACID. IDESplat achieves outstanding reconstruction quality and state-of-the-art performance with real-time efficiency. On RE10K, it outperforms DepthSplat by 0.33 dB in PSNR, using only 10.7% of the parameters and 70% of the memory. Additionally, IDESplat improves PSNR by 2.95 dB over DepthSplat on the DTU dataset in cross-dataset experiments, demonstrating its strong generalization ability."
core_reconstruction,high,core genus=3D Reconstruction with direct reconstruction/geometry signal,160,100,core trend paper,A. thesis anchor: representation shift,Illumination-Consistent Human-Scene Reconstruction from Monocular Video,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy,single image; video / temporal; multimodal / language,Gaussian map; mesh / surface; 4D scene,dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Reconstructing 3D humans and scenes from monocular videos is a challenging task, particularly due to human motion, varying illumination, and dynamic scene shadows. While recent works have explored scene disentanglement by jointly modeling humans and their surrounding scenes, they often overlook illumination and shadow effects—resulting in inconsistent human appearance and degraded scene realism. To address this gap, we propose a photometrically consistent integration of human and scene reconstruction based on 3D Gaussian Splatting, with a key focus on modeling spatially-varying illumination and shadows. Central to our method is a learnable light volume that provides localized lighting cues to human Gaussians, enabling more realistic and consistent appearance synthesis. To further ensure accurate human geometry and alignment, we adopt a two-stage reconstruction strategy: we first optimize a human mesh and then anchor Gaussians to the refined surface. In addition, we introduce an implicit shadow estimation module that disentangles cast shadows from the scene, thus supporting plausible human shadow synthesis. Our framework also facilitates human relighting and compositing into novel scenes with contextually appropriate lighting. Quantitative and qualitative results demonstrate that our method achieves state-of-the-art performance, producing consistent appearances, realistic illumination, and enhanced overall scene realism."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,161,100,core trend paper,A. thesis anchor: representation shift,iLRM: An Iterative Large 3D Reconstruction Model,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; surface_occupancy,multi-view images,Gaussian map; mesh / surface; radiance field / NVS,unified pipeline; efficiency; scale,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Feed-forward 3D modeling has emerged as a promising approach for rapid and high-quality 3D reconstruction. In particular, directly generating explicit 3D representations, such as 3D Gaussian splatting, has attracted significant attention due to its fast and high-quality rendering. However, many state-of-the-art methods, primarily based on transformer architectures, suffer from severe scalability issues because they rely on full attention across image tokens from multiple input views, resulting in prohibitive computational costs as the number of views or image resolution increases. Toward a scalable and efficient feed-forward 3D reconstruction, we introduce an iterative Large 3D Reconstruction Model (iLRM) that generates 3D Gaussian representations through an iterative refinement mechanism, guided by three core principles: (1) decoupling the scene representation from input images to enable compact 3D representations; (2) decomposing global multi-view interactions into a two-stage attention scheme to reduce computational costs; and (3) injecting high-resolution information at every layer to achieve high-fidelity reconstruction. Experimental results on widely used datasets, such as RE10K and DL3DV, demonstrate that iLRM outperforms existing methods in both reconstruction quality and speed."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,162,100,core trend paper,A. thesis anchor: representation shift,iSplat: Iterative Learning for Fine-Grained Gaussian Splatting,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; depth_correspondence; data_benchmark,single image; multi-view images; RGB-D / depth,depth / normals; Gaussian map; radiance field / NVS,foundation/prior; unified pipeline; robustness; benchmark/data,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Recent advances in feed-forward 3D Gaussian splatting have demonstrated remarkable efficiency by reconstructing scenes in a single pass. However, the reconstruction fidelity of these methods lags behind that of traditional optimization-based approaches, which gradually correct reconstruction flaws through a lengthy iterative process. In this paper, we leverage the strengths of both paradigms and introduce iSplat, a novel framework that reformulates reconstruction as an iterative feed-forward process involving multiple (typically three) passes.Central to iSplat is a recurrent GRU-based optimizer that refines both geometry and appearance in a synergistic loop. To address geometric inaccuracies, we propose an uncertainty-driven depth refinement strategy that progressively narrows the search space for each Gaussian based on its estimated uncertainty from the previous step. To further improve appearance details, we design a region-aware enhancement mechanism that applies targeted multi-view and monocular feature aggregation to resolve ambiguities in both overlapping and non-overlapping areas.We validate iSplat's robustness and generalization on in-domain (RealEstate10K, ACID) and cross-dataset (DTU, ACID) benchmarks. With only 42.6M parameters, iSplat surpasses DepthSplat (354M) on RealEstate10K (PSNR: 27.67 vs. 27.47 dB). Crucially, on the cross-dataset DTU benchmark, it further boosts the PSNR by 2.88 dB (18.26 vs. 15.38 dB), showcasing exceptional generalization. These results highlight the significant potential of iterative refinement to overcome the inherent limitations of one-shot approaches."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,163,100,core trend paper,A. thesis anchor: representation shift,Layered 4D-Rotor Gaussian Splatting: A Compressed Representation for Long Dynamic Scenes,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; dynamic_4d; data_benchmark,multi-view images; video / temporal,Gaussian map; radiance field / NVS; 4D scene,foundation/prior; unified pipeline; efficiency; dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"We address the challenge of reconstructing long dynamic scenes from multi-view videos in a storage-efficient manner. Recent advances in Gaussian Splatting and its extensions to dynamic scenes have demonstrated impressive visual quality, but remain limited to short duration (<10 s), large storage size (>500 MB), and high GPU VRAM usage.To overcome these limitations, we introduce Layered 4D-Rotor Gaussian Splatting (L4DRotorGS), a novel compressed representation designed for long dynamic scenes. Our approach integrates a layered 4D representation, efficient training, and effective compression into a unified framework. Specifically, 4D Gaussians are first organized into layers based on their temporal extents and then partitioned into discrete temporal buckets. This structure allows for selective access and rendering of only the necessary subsets of 4D Gaussians, substantially reducing GPU memory requirements.To further compress the representation, we apply a series of techniques, Factorized Covariance Quantization, Layered Compression, and Residual Codebook Quantization, achieving a compression ratio of up to 22.3× while preserving high visual fidelity.We implement a highly optimized C++/CUDA framework for efficient training, compression, and real-time rendering, achieving over 500 FPS on an RTX 3090 GPU. Extensive experiments demonstrate the superior storage efficiency, visual quality, and rendering speed of L4DRotorGS, consistently outperforming prior methods in both quantitative metrics and perceptual quality on real-world long dynamic scenes."
core_reconstruction,high,core genus=3D Reconstruction with direct reconstruction/geometry signal,164,100,core trend paper,A. thesis anchor: representation shift,Learning 3D Representations for Spatial Intelligence from Unposed Multi-View Images,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; pose_calibration_localization; surface_occupancy; robotics_mapping,multi-view images; multimodal / language,Gaussian map; mesh / surface; radiance field / NVS,foundation/prior; unified pipeline; robustness,Use as a bridge between reconstruction representation and metric pose/calibration reliability.,,,"Robust 3D representation learning forms the perceptual foundation of spatial intelligence, enabling downstream tasks in scene understanding and embodied AI. However, learning such representations directly from unposed multi-view images remains challenging. Recent self-supervised methods attempt to unify geometry, appearance, and semantics in a feed-forward manner, but they often suffer from weak geometry induction, limited appearance detail, and inconsistencies between geometry and semantics.We introduce $\textbf{\textit{UniSplat}}$, a feed-forward framework designed to address these limitations through three complementary components. First, we propose a $\textit{dual-masking strategy}$ that strengthens geometry induction in the encoder. By masking both encoder and decoder tokens, and targeting decoder masks toward geometry-rich regions, the model is forced to infer structural information from incomplete visual cues, yielding geometry-aware representations even under unposed inputs.Second, we develop a $\textit{coarse-to-fine Gaussian splatting strategy}$ that reduces appearance-semantics inconsistencies by progressively refining the radiance field.Finally, to enforce geometric–semantic consistency, we introduce a $\textit{pose-conditioned recalibration mechanism}$ that interrelates the outputs of multiple heads by reprojecting predicted 3D point and semantic maps into the image plane using estimated camera parameters, and aligning them with corresponding RGB and semantic predictions to ensure cross-task consistency and resolving geometry–semantic mismatches. Together, these components yield unified 3D representations that are robust to unposed, sparse-view inputs and generalize across diverse tasks, laying a perceptual foundation for spatial intelligence."
core_reconstruction,high,core genus=3D Reconstruction with direct reconstruction/geometry signal,165,100,core trend paper,A. thesis anchor: representation shift,Learning Compact 3D Representations from Feed-Forward Novel View Synthesis,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; surface_occupancy,sparse multi-view; multi-view images,Gaussian map; mesh / surface; radiance field / NVS; editable / generative 3D,unified pipeline; efficiency; editing/generation,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Reconstructing and understanding 3D scenes from sparse views in a feed-forward manner remains challenging. While recent approaches use per-pixel 3D Gaussian Splatting for reconstruction and 2D-to-3D feature lifting for scene understanding, they generate excessive redundant Gaussians, causing high memory overhead and sub-optimal multi-view feature aggregation. We propose a feed-forward framework that estimates compact Gaussians only at essential spatial locations, minimizing redundancy while enabling effective feature lifting. We introduce learnable tokens that aggregate multi-view features through self-attention to guide Gaussian generation, ensuring each Gaussian integrates relevant visual features across views. We then exploit the learned attention patterns to efficiently lift features. Extensive experiments on 3D open-vocabulary segmentation and view-invariant feature generation demonstrate our approach's effectiveness. Results show that a compact yet geometrically meaningful representation is sufficient for high-quality scene reconstruction, achieving superior memory efficiency and feature fidelity compared to existing methods. All of our code will be made publicly available."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,167,100,core trend paper,A. thesis anchor: representation shift,LumiMotion: Improving Gaussian Relighting with Scene Dynamics,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy; data_benchmark,video / temporal,Gaussian map; mesh / surface; radiance field / NVS; 4D scene,dynamic; benchmark/data,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"In 3D reconstruction, the problem of inverse rendering, namely recovering the illumination of the scene and the material properties, is fundamental. Existing Gaussian Splatting-based methods primarily target static scenes and often assume simplified or moderate lighting to avoid entangling shadows with surface appearance. This limits their ability to accurately separate lighting effects from material properties, particularly in real-world conditions. We address this limitation by leveraging dynamic elements - regions of the scene that undergo motion - as a supervisory signal for inverse rendering. Motion reveals the same surfaces under varying lighting conditions, providing stronger cues for disentangling material and illumination. This thesis is supported by our experimental results which show we improve LPIPS by 23\% for albedo estimation and by 15% for scene relighting relative to next-best baseline. To this end, we introduce LumiMotion, the first Gaussian-based approach that leverages dynamics for inverse rendering and operates in arbitrary dynamic scenes. Our method learns a dynamic 2D Gaussian Splatting representation that employs a set of novel constraints which encourage the dynamic regions of the scene to deform, while keeping static regions stable. As we demonstrate, this separation is crucial for correct optimization of the albedo. Finally, we release a new synthetic benchmark comprising five scenes under four lighting conditions, each in both static and dynamic variants, for the first time enabling systematic evaluation of inverse rendering methods in dynamic environments and challenging lighting."
core_reconstruction,medium,"core genus=3D Reconstruction, but title/abstract signal is narrower",168,100,core trend paper,A. thesis anchor: representation shift,LuxRemix: Lighting Decomposition and Remixing for Indoor Scenes,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; surface_occupancy; generation_editing; data_benchmark,multi-view images,Gaussian map; mesh / surface; editable / generative 3D,efficiency; editing/generation,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"We present a novel approach for interactive light editing in indoor scenes from a single multi-view scene capture. Our method leverages a generative image-based light decomposition model that factorizes complex indoor scene illumination into its constituent light sources. This factorization enables independent manipulation of individual light sources, specifically allowing control over their state (on/off), chromaticity, and intensity. We further introduce multi-view lighting harmonization to ensure consistent propagation of the lighting decomposition across all scene views. This is integrated into a relightable 3D Gaussian splatting representation, providing real-time interactive control over the individual light sources. Our results demonstrate highly photorealistic lighting decomposition and relighting outcomes across diverse indoor scenes. We evaluate our method on both synthetic and real-world datasets and provide a quantitative and qualitative comparison to state-of-the-art techniques."
core_reconstruction,high,core genus=3D Gaussian Splatting with direct reconstruction/geometry signal,169,100,core trend paper,A. thesis anchor: representation shift,MAPo : Motion-Aware Partitioning of Deformable 3D Gaussian Splatting for High-Fidelity Dynamic Scene Reconstruction,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; dynamic_4d,multi-view images; video / temporal,Gaussian map; radiance field / NVS; 4D scene,unified pipeline; efficiency; dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"3D Gaussian Splatting, known for enabling high-quality static scene reconstruction with fast rendering, is increasingly being applied to multi-view dynamic scene reconstruction. A common strategy involves learning a deformation field to model the temporal changes of a canonical set of 3D Gaussians. However, these deformation-based methods often produce blurred renderings and lose fine motion details in highly dynamic regions due to the inherent limitations of a single, unified model in representing diverse motion patterns. To address these challenges, we introduce Motion-Aware Partitioning of Deformable 3D Gaussian Splatting (MAPo), a novel framework for high-fidelity dynamic scene reconstruction. Its core is a dynamic score-based partitioning strategy that distinguishes between high- and low-dynamic 3D Gaussians. For high-dynamic 3D Gaussians, we recursively partition them temporally and duplicate their deformation networks for each new temporal segment, enabling specialized modeling to capture intricate motion details. Concurrently, low-dynamic 3DGs are treated as static to reduce computational costs. However, this temporal partitioning strategy for high-dynamic 3DGs can introduce visual discontinuities across frames at the partition boundaries. To address this, we introduce a cross-frame consistency loss, which not only ensures visual continuity but also further enhances rendering quality. Extensive experiments demonstrate that MAPo achieves superior rendering quality compared to baselines while maintaining comparable computational costs, particularly in regions with complex or rapid motions."
core_reconstruction,high,core genus=3D Reconstruction with direct reconstruction/geometry signal,170,100,core trend paper,A. thesis anchor: representation shift,Mesh4D: 4D Mesh Reconstruction and Tracking from Monocular Video,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy,single image; video / temporal,mesh / surface; radiance field / NVS; 4D scene,foundation/prior; unified pipeline; dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"We propose Mesh4D, a feed-forward model for monocular 4D mesh reconstruction. Given a monocular video of a dynamic object, our model reconstructs the object’s complete 3D shape and motion, represented as a deformation field. Our key contribution is a compact latent space that encodes the entire animation sequence in a single pass. This latent space is learned by an autoencoder that, during training, is guided by the skeletal structure of the training objects, providing strong priors on plausible deformations. Crucially, skeletal information is not required at inference time. The encoder employs spatio-temporal attention, yielding a more stable representation of the object’s overall deformation. Building on this representation, we train a latent diffusion model that, conditioned on the input video and the mesh reconstructed from the first frame, predicts the full animation in one shot. We evaluate Mesh4D on reconstruction and novel view synthesis benchmarks, outperforming prior methods in recovering accurate 3D shape and deformation."
